	tissue_id	sex	group
GTEX-144GM-0926-SM-5O994	Breast_Mammary_Tissue	male	test
GTEX-145LT-0726-SM-5S2VM	Breast_Mammary_Tissue	male	test
GTEX-145MF-2226-SM-7EPIR	Breast_Mammary_Tissue	male	test
GTEX-145MN-1926-SM-5SIAI	Breast_Mammary_Tissue	male	test
GTEX-145MO-0826-SM-5NQBL	Breast_Mammary_Tissue	male	test
GTEX-14753-2426-SM-5LU8U	Breast_Mammary_Tissue	male	test
GTEX-1117F-2926-SM-5GZYI	Skin_Not_Sun_Exposed_Suprapubic	female	female_test
GTEX-1122O-1026-SM-9WYSF	Skin_Not_Sun_Exposed_Suprapubic	female	female_test
GTEX-11DXX-2126-SM-5PNYR	Skin_Not_Sun_Exposed_Suprapubic	female	female_test
GTEX-11EM3-1226-SM-5N9DD	Skin_Not_Sun_Exposed_Suprapubic	female	train
GTEX-11GSP-2326-SM-5HL63	Skin_Not_Sun_Exposed_Suprapubic	female	train
GTEX-11P81-2226-SM-5PNYI	Skin_Not_Sun_Exposed_Suprapubic	female	train
GTEX-11VI4-1126-SM-5EQMD	Skin_Not_Sun_Exposed_Suprapubic	female	train
GTEX-11ZTT-2126-SM-5CVLO	Skin_Not_Sun_Exposed_Suprapubic	female	train
GTEX-1211K-1526-SM-5FQU4	Skin_Not_Sun_Exposed_Suprapubic	female	train
GTEX-1269C-0126-SM-5EQ5L	Skin_Not_Sun_Exposed_Suprapubic	female	train
GTEX-12WSD-0626-SM-5GCMW	Skin_Not_Sun_Exposed_Suprapubic	female	train
GTEX-12WSJ-1126-SM-5LZVJ	Skin_Not_Sun_Exposed_Suprapubic	female	train
GTEX-12WSK-2126-SM-5CVNC	Skin_Not_Sun_Exposed_Suprapubic	female	train
GTEX-12ZZX-2426-SM-5GCOE	Skin_Not_Sun_Exposed_Suprapubic	female	train
GTEX-13113-1626-SM-5EQ4I	Skin_Not_Sun_Exposed_Suprapubic	female	train
GTEX-1313W-0626-SM-5EQ4H	Skin_Not_Sun_Exposed_Suprapubic	female	train
GTEX-131XG-0326-SM-5L3DX	Skin_Not_Sun_Exposed_Suprapubic	female	train
GTEX-131XW-0626-SM-5PNVD	Skin_Not_Sun_Exposed_Suprapubic	female	train
GTEX-131YS-2826-SM-5EQ47	Skin_Not_Sun_Exposed_Suprapubic	female	train
GTEX-132AR-0326-SM-5KM2C	Skin_Not_Sun_Exposed_Suprapubic	female	train
GTEX-133LE-2326-SM-5K7W3	Skin_Not_Sun_Exposed_Suprapubic	female	train
GTEX-1399S-0126-SM-5IJCF	Skin_Not_Sun_Exposed_Suprapubic	female	train
GTEX-1399U-1126-SM-5L3DB	Skin_Not_Sun_Exposed_Suprapubic	female	train
GTEX-139D8-1126-SM-5LU8W	Skin_Not_Sun_Exposed_Suprapubic	female	train
GTEX-13D11-0926-SM-5J2NC	Skin_Not_Sun_Exposed_Suprapubic	female	train
GTEX-13FH7-1126-SM-5K7UG	Skin_Not_Sun_Exposed_Suprapubic	female	train
GTEX-13FTX-1526-SM-5K7VJ	Skin_Not_Sun_Exposed_Suprapubic	female	train
GTEX-13FTY-2126-SM-5IFFB	Skin_Not_Sun_Exposed_Suprapubic	female	train
GTEX-13JUV-2026-SM-5K7UA	Skin_Not_Sun_Exposed_Suprapubic	female	train
GTEX-13N11-2326-SM-5IJBF	Skin_Not_Sun_Exposed_Suprapubic	female	train
GTEX-13NZ8-1226-SM-5KM4A	Skin_Not_Sun_Exposed_Suprapubic	female	train
GTEX-13O3O-2326-SM-5IJD6	Skin_Not_Sun_Exposed_Suprapubic	female	train
GTEX-13OVJ-0826-SM-5J1OK	Skin_Not_Sun_Exposed_Suprapubic	female	train
GTEX-13PL6-1126-SM-5L3IE	Skin_Not_Sun_Exposed_Suprapubic	female	train
GTEX-13PVR-0426-SM-5RQK2	Skin_Not_Sun_Exposed_Suprapubic	female	train
GTEX-13QBU-1226-SM-5LU4G	Skin_Not_Sun_Exposed_Suprapubic	female	train
GTEX-13QJC-0126-SM-5ZZWJ	Skin_Not_Sun_Exposed_Suprapubic	female	train
GTEX-13SLX-2226-SM-62LEP	Skin_Not_Sun_Exposed_Suprapubic	female	train
GTEX-13U4I-2226-SM-5LU5H	Skin_Not_Sun_Exposed_Suprapubic	female	train
GTEX-13VXT-1926-SM-5K7UO	Skin_Not_Sun_Exposed_Suprapubic	female	train
GTEX-13W3W-0726-SM-5IJDQ	Skin_Not_Sun_Exposed_Suprapubic	female	train
GTEX-13X6H-0926-SM-5SIB2	Skin_Not_Sun_Exposed_Suprapubic	female	train
GTEX-13X6K-0626-SM-5LU5D	Skin_Not_Sun_Exposed_Suprapubic	female	train
GTEX-145LS-0626-SM-7EPG7	Skin_Not_Sun_Exposed_Suprapubic	female	train
GTEX-145ME-1726-SM-5Q5EU	Skin_Not_Sun_Exposed_Suprapubic	female	train
GTEX-145MI-0626-SM-5SI8S	Skin_Not_Sun_Exposed_Suprapubic	female	train
GTEX-147F3-1726-SM-5SIAW	Skin_Not_Sun_Exposed_Suprapubic	female	train
GTEX-14AS3-1526-SM-5Q5ED	Skin_Not_Sun_Exposed_Suprapubic	female	train
GTEX-14BIN-1126-SM-5RQJZ	Skin_Not_Sun_Exposed_Suprapubic	female	train
GTEX-14BMU-1226-SM-5S2OR	Skin_Not_Sun_Exposed_Suprapubic	female	train
GTEX-14DAQ-0626-SM-793DS	Skin_Not_Sun_Exposed_Suprapubic	female	train
GTEX-14JG6-1426-SM-9WG7C	Skin_Not_Sun_Exposed_Suprapubic	female	train
GTEX-14LLW-2626-SM-62LDZ	Skin_Not_Sun_Exposed_Suprapubic	female	train
GTEX-14LZ3-0126-SM-69LPM	Skin_Not_Sun_Exposed_Suprapubic	female	test
GTEX-14PHY-1226-SM-5ZZWK	Skin_Not_Sun_Exposed_Suprapubic	female	test
GTEX-14PJ5-1526-SM-6LLIL	Skin_Not_Sun_Exposed_Suprapubic	female	test
GTEX-14PJ6-2626-SM-6EU2T	Skin_Not_Sun_Exposed_Suprapubic	female	test
GTEX-14PK6-0226-SM-62LF5	Skin_Not_Sun_Exposed_Suprapubic	female	test
GTEX-14PKU-0126-SM-6LLHV	Skin_Not_Sun_Exposed_Suprapubic	female	test
GTEX-14PKV-1126-SM-6LLJ1	Skin_Not_Sun_Exposed_Suprapubic	female	test
GTEX-14XAO-1226-SM-6EU1C	Skin_Not_Sun_Exposed_Suprapubic	female	test
GTEX-15CHC-1126-SM-6LLHQ	Skin_Not_Sun_Exposed_Suprapubic	female	test
GTEX-15DDE-2926-SM-6LLJ3	Skin_Not_Sun_Exposed_Suprapubic	female	test
GTEX-111CU-1126-SM-5EGIM	Skin_Not_Sun_Exposed_Suprapubic	male	train
GTEX-111FC-2526-SM-5GZXU	Skin_Not_Sun_Exposed_Suprapubic	male	train
GTEX-111VG-1626-SM-5EGIO	Skin_Not_Sun_Exposed_Suprapubic	male	train
GTEX-111YS-1526-SM-5GZYW	Skin_Not_Sun_Exposed_Suprapubic	male	train
GTEX-117YX-1926-SM-5GIEC	Skin_Not_Sun_Exposed_Suprapubic	male	train
GTEX-1192X-2726-SM-5N9DN	Skin_Not_Sun_Exposed_Suprapubic	male	train
GTEX-11DXW-0826-SM-5H118	Skin_Not_Sun_Exposed_Suprapubic	male	train
GTEX-11DXY-0126-SM-5H11Q	Skin_Not_Sun_Exposed_Suprapubic	male	train
GTEX-11DXZ-2026-SM-5987S	Skin_Not_Sun_Exposed_Suprapubic	male	train
GTEX-11DYG-1526-SM-5A5JS	Skin_Not_Sun_Exposed_Suprapubic	male	train
GTEX-11DZ1-2426-SM-5GZZX	Skin_Not_Sun_Exposed_Suprapubic	male	train
GTEX-11EI6-2826-SM-5H11D	Skin_Not_Sun_Exposed_Suprapubic	male	train
GTEX-11EQ8-0926-SM-5H12V	Skin_Not_Sun_Exposed_Suprapubic	male	train
GTEX-11EQ9-1626-SM-5PNY8	Skin_Not_Sun_Exposed_Suprapubic	male	train
GTEX-11GS4-0226-SM-5HL77	Skin_Not_Sun_Exposed_Suprapubic	male	train
GTEX-11LCK-2226-SM-5HL4Q	Skin_Not_Sun_Exposed_Suprapubic	male	train
GTEX-11NSD-0626-SM-5A5LU	Skin_Not_Sun_Exposed_Suprapubic	male	train
GTEX-11NUK-2726-SM-5A5MC	Skin_Not_Sun_Exposed_Suprapubic	male	train
GTEX-11O72-0626-SM-5PNYE	Skin_Not_Sun_Exposed_Suprapubic	male	train
GTEX-11OF3-0126-SM-5PNYF	Skin_Not_Sun_Exposed_Suprapubic	male	train
GTEX-11P7K-1126-SM-5HL4L	Skin_Not_Sun_Exposed_Suprapubic	male	train
GTEX-11P82-1426-SM-DTXFY	Skin_Not_Sun_Exposed_Suprapubic	male	train
GTEX-11PRG-0726-SM-5EGL1	Skin_Not_Sun_Exposed_Suprapubic	male	train
GTEX-11TT1-1826-SM-5EQLV	Skin_Not_Sun_Exposed_Suprapubic	male	train
GTEX-11TUW-0626-SM-5LU9M	Skin_Not_Sun_Exposed_Suprapubic	male	train
GTEX-11UD2-2526-SM-5CVNU	Skin_Not_Sun_Exposed_Suprapubic	male	train
GTEX-11WQC-1826-SM-5GU59	Skin_Not_Sun_Exposed_Suprapubic	male	train
GTEX-11WQK-1026-SM-5EQLX	Skin_Not_Sun_Exposed_Suprapubic	male	train
GTEX-11ZU8-0126-SM-5EQ58	Skin_Not_Sun_Exposed_Suprapubic	male	train
GTEX-11ZUS-2626-SM-5FQUR	Skin_Not_Sun_Exposed_Suprapubic	male	train
GTEX-12126-0826-SM-5FQTZ	Skin_Not_Sun_Exposed_Suprapubic	male	train
GTEX-1212Z-0126-SM-59HK4	Skin_Not_Sun_Exposed_Suprapubic	male	train
GTEX-12584-0726-SM-5FQTK	Skin_Not_Sun_Exposed_Suprapubic	male	train
GTEX-12696-0126-SM-5EQ4L	Skin_Not_Sun_Exposed_Suprapubic	male	train
GTEX-12BJ1-0926-SM-5EQ62	Skin_Not_Sun_Exposed_Suprapubic	male	train
GTEX-12C56-1526-SM-5FQUQ	Skin_Not_Sun_Exposed_Suprapubic	male	train
GTEX-12KS4-2126-SM-5FQUT	Skin_Not_Sun_Exposed_Suprapubic	male	train
GTEX-12WSA-0426-SM-5EQ5X	Skin_Not_Sun_Exposed_Suprapubic	male	train
GTEX-12WSC-2826-SM-5BC5Y	Skin_Not_Sun_Exposed_Suprapubic	male	train
GTEX-12WSF-1626-SM-7KUG5	Skin_Not_Sun_Exposed_Suprapubic	male	train
GTEX-12WSH-1526-SM-5BC5W	Skin_Not_Sun_Exposed_Suprapubic	male	train
GTEX-12WSL-2026-SM-5GCML	Skin_Not_Sun_Exposed_Suprapubic	male	train
GTEX-12WSM-1926-SM-5BC65	Skin_Not_Sun_Exposed_Suprapubic	male	train
GTEX-12ZZY-0726-SM-5EQ66	Skin_Not_Sun_Exposed_Suprapubic	male	train
GTEX-12ZZZ-0726-SM-5GCNZ	Skin_Not_Sun_Exposed_Suprapubic	male	train
GTEX-13112-0126-SM-5P9IU	Skin_Not_Sun_Exposed_Suprapubic	male	train
GTEX-1314G-1326-SM-5BC6E	Skin_Not_Sun_Exposed_Suprapubic	male	train
GTEX-131XF-2626-SM-5EQ6K	Skin_Not_Sun_Exposed_Suprapubic	male	train
GTEX-131XH-0126-SM-5LZUY	Skin_Not_Sun_Exposed_Suprapubic	male	train
GTEX-1399Q-2326-SM-5KM2X	Skin_Not_Sun_Exposed_Suprapubic	male	train
GTEX-1399R-1326-SM-5PNYS	Skin_Not_Sun_Exposed_Suprapubic	male	test
GTEX-139T8-0626-SM-5KLZX	Skin_Not_Sun_Exposed_Suprapubic	male	test
GTEX-139TS-2126-SM-5K7XC	Skin_Not_Sun_Exposed_Suprapubic	male	test
GTEX-139TT-2126-SM-5LZWC	Skin_Not_Sun_Exposed_Suprapubic	male	test
GTEX-139TU-0726-SM-5L3EK	Skin_Not_Sun_Exposed_Suprapubic	male	test
GTEX-139UW-0326-SM-5J1ML	Skin_Not_Sun_Exposed_Suprapubic	male	test
GTEX-139YR-1026-SM-5LZYN	Skin_Not_Sun_Exposed_Suprapubic	male	test
GTEX-13FHO-0426-SM-5L3F5	Skin_Not_Sun_Exposed_Suprapubic	male	test
GTEX-13FLV-0126-SM-5K7WT	Skin_Not_Sun_Exposed_Suprapubic	male	test
GTEX-13FTW-0326-SM-5K7UW	Skin_Not_Sun_Exposed_Suprapubic	male	test
GTEX-1117F-3226-SM-5N9CT	Brain_Cortex	female	female_test
GTEX-1128S-2726-SM-5H12C	Brain_Cortex	female	female_test
GTEX-11EMC-3226-SM-5EGKW	Brain_Cortex	female	female_test
GTEX-11GSP-3226-SM-5986O	Brain_Cortex	female	train
GTEX-11TTK-2926-SM-5PNYP	Brain_Cortex	female	train
GTEX-12WSD-3126-SM-5HL7P	Brain_Cortex	female	train
GTEX-12ZZX-2926-SM-5GCOQ	Brain_Cortex	female	train
GTEX-1313W-3126-SM-5LZUI	Brain_Cortex	female	train
GTEX-131XW-3126-SM-5LZUC	Brain_Cortex	female	train
GTEX-131YS-3126-SM-5KLYT	Brain_Cortex	female	train
GTEX-13JUV-2926-SM-5LZX7	Brain_Cortex	female	train
GTEX-13O3O-3126-SM-5KM3H	Brain_Cortex	female	train
GTEX-13OVJ-2826-SM-5L3GW	Brain_Cortex	female	train
GTEX-13PL6-3126-SM-5LUAR	Brain_Cortex	female	train
GTEX-13QIC-2926-SM-5J2NF	Brain_Cortex	female	train
GTEX-13S7M-3126-SM-5RQJQ	Brain_Cortex	female	train
GTEX-13SLX-3126-SM-5S2Q5	Brain_Cortex	female	train
GTEX-13X6K-2926-SM-5Q5D5	Brain_Cortex	female	train
GTEX-145LS-3126-SM-5Q5BY	Brain_Cortex	female	train
GTEX-14A5I-2926-SM-5Q5CQ	Brain_Cortex	female	train
GTEX-14BIM-3026-SM-7EWCY	Brain_Cortex	female	train
GTEX-14BIN-3226-SM-62LDR	Brain_Cortex	female	train
GTEX-14DAQ-3126-SM-62LDS	Brain_Cortex	female	train
GTEX-14LZ3-3026-SM-5ZZVU	Brain_Cortex	female	train
GTEX-14PJM-3126-SM-6EU2R	Brain_Cortex	female	train
GTEX-15DCD-2926-SM-7KULT	Brain_Cortex	female	train
GTEX-15ER7-3126-SM-7KUGH	Brain_Cortex	female	train
GTEX-15SHU-3126-SM-6M46H	Brain_Cortex	female	train
GTEX-15UF6-3026-SM-7KUKL	Brain_Cortex	female	train
GTEX-17HG3-2926-SM-79ON8	Brain_Cortex	female	train
GTEX-17JCI-3126-SM-7LTA2	Brain_Cortex	female	train
GTEX-183WM-2826-SM-731C2	Brain_Cortex	female	train
GTEX-1B933-3126-SM-7P8RL	Brain_Cortex	female	train
GTEX-1CAV2-2726-SM-7IGNN	Brain_Cortex	female	train
GTEX-1CB4H-3126-SM-7IGN4	Brain_Cortex	female	train
GTEX-1EWIQ-3126-SM-7MXTI	Brain_Cortex	female	train
GTEX-1F48J-2826-SM-7P8R4	Brain_Cortex	female	train
GTEX-1F52S-3126-SM-7PC3M	Brain_Cortex	female	train
GTEX-1F6RS-3126-SM-9MQK7	Brain_Cortex	female	train
GTEX-1F7RK-1826-SM-7RHI4	Brain_Cortex	female	train
GTEX-1F88E-2826-SM-7RHHE	Brain_Cortex	female	train
GTEX-1GMR8-3026-SM-9KNVF	Brain_Cortex	female	train
GTEX-1GZHY-3126-SM-9QEHH	Brain_Cortex	female	train
GTEX-1H2FU-3126-SM-9WYUJ	Brain_Cortex	female	train
GTEX-1HBPH-3126-SM-9WYUV	Brain_Cortex	female	train
GTEX-1HBPM-2926-SM-CL54E	Brain_Cortex	female	train
GTEX-1HCU6-3126-SM-CL54L	Brain_Cortex	female	train
GTEX-1I1CD-3026-SM-B2LY2	Brain_Cortex	female	train
GTEX-1J1OQ-3226-SM-A9G2Q	Brain_Cortex	female	train
GTEX-1JMOU-2726-SM-CY8IO	Brain_Cortex	female	train
GTEX-1JMQL-2826-SM-ARU91	Brain_Cortex	female	train
GTEX-1LKK1-3126-SM-EWRNY	Brain_Cortex	female	train
GTEX-1NV5F-3226-SM-EXUSL	Brain_Cortex	female	train
GTEX-1OJC4-2826-SM-E6CQX	Brain_Cortex	female	test
GTEX-1R9PO-2926-SM-EVYBR	Brain_Cortex	female	test
GTEX-N7MT-1126-SM-CYPQY	Brain_Cortex	female	test
GTEX-NPJ7-2726-SM-2I3FT	Brain_Cortex	female	test
GTEX-OHPN-2526-SM-2I5H3	Brain_Cortex	female	test
GTEX-PWO3-0926-SM-2I5EY	Brain_Cortex	female	test
GTEX-Q2AG-2926-SM-2HMJ3	Brain_Cortex	female	test
GTEX-QDT8-2926-SM-32PKC	Brain_Cortex	female	test
GTEX-QVJO-1426-SM-2S1QY	Brain_Cortex	female	test
GTEX-QVUS-2826-SM-3GADB	Brain_Cortex	female	test
GTEX-111FC-3126-SM-5GZZ2	Brain_Cortex	male	train
GTEX-117XS-3026-SM-5N9CA	Brain_Cortex	male	train
GTEX-1192X-3126-SM-5N9BY	Brain_Cortex	male	train
GTEX-11DXW-1126-SM-5H12Q	Brain_Cortex	male	train
GTEX-11DXY-3226-SM-5GIDE	Brain_Cortex	male	train
GTEX-11EI6-3026-SM-5GZZO	Brain_Cortex	male	train
GTEX-11GS4-3126-SM-5A5LH	Brain_Cortex	male	train
GTEX-11GSO-2926-SM-5HL73	Brain_Cortex	male	train
GTEX-11NUK-2926-SM-5A5MD	Brain_Cortex	male	train
GTEX-11NV4-2126-SM-5N9DS	Brain_Cortex	male	train
GTEX-11O72-2926-SM-5BC4V	Brain_Cortex	male	train
GTEX-11OC5-0726-SM-5P9JK	Brain_Cortex	male	train
GTEX-11OF3-2926-SM-5HL78	Brain_Cortex	male	train
GTEX-11ONC-2926-SM-5P9JM	Brain_Cortex	male	train
GTEX-11PRG-2926-SM-5987A	Brain_Cortex	male	train
GTEX-11WQK-3026-SM-5EQL6	Brain_Cortex	male	train
GTEX-11ZUS-2926-SM-5FQSL	Brain_Cortex	male	train
GTEX-12126-1026-SM-5P9JJ	Brain_Cortex	male	train
GTEX-12WSA-2926-SM-5EQ4D	Brain_Cortex	male	train
GTEX-12WSC-3026-SM-5GCNF	Brain_Cortex	male	train
GTEX-12WSF-3126-SM-6M478	Brain_Cortex	male	train
GTEX-12WSH-3026-SM-5CVNI	Brain_Cortex	male	train
GTEX-12ZZW-2926-SM-5LZUP	Brain_Cortex	male	train
GTEX-12ZZY-3026-SM-5GCOU	Brain_Cortex	male	train
GTEX-12ZZZ-3026-SM-5BC67	Brain_Cortex	male	train
GTEX-132Q8-3026-SM-5PNVG	Brain_Cortex	male	train
GTEX-1399T-3026-SM-5KLZC	Brain_Cortex	male	train
GTEX-139T8-1026-SM-5J2MC	Brain_Cortex	male	train
GTEX-13FHO-3026-SM-5J1O9	Brain_Cortex	male	train
GTEX-13FHP-3026-SM-5IJBS	Brain_Cortex	male	train
GTEX-13FLW-1426-SM-5K7YE	Brain_Cortex	male	train
GTEX-13FXS-3126-SM-5J2NN	Brain_Cortex	male	train
GTEX-13G51-3026-SM-5IJB8	Brain_Cortex	male	train
GTEX-13IVO-2926-SM-5L3CZ	Brain_Cortex	male	train
GTEX-13JVG-3126-SM-5L3FH	Brain_Cortex	male	train
GTEX-13NYB-3026-SM-5IJD7	Brain_Cortex	male	train
GTEX-13NYC-2826-SM-5K7WR	Brain_Cortex	male	train
GTEX-13NYS-3126-SM-5KLYV	Brain_Cortex	male	train
GTEX-13O3Q-2926-SM-5KM45	Brain_Cortex	male	train
GTEX-13OVH-3026-SM-5MR4N	Brain_Cortex	male	train
GTEX-13OW6-3026-SM-5J2MI	Brain_Cortex	male	train
GTEX-13OW7-3026-SM-5L3GY	Brain_Cortex	male	train
GTEX-13OW8-2826-SM-5L3GC	Brain_Cortex	male	train
GTEX-13PVQ-3026-SM-5SI93	Brain_Cortex	male	train
GTEX-13VXU-2926-SM-5LU5C	Brain_Cortex	male	train
GTEX-13X6J-3026-SM-5Q5CU	Brain_Cortex	male	train
GTEX-1445S-3026-SM-5O9BR	Brain_Cortex	male	train
GTEX-144FL-3026-SM-5O99C	Brain_Cortex	male	train
GTEX-144GL-3026-SM-5Q5CW	Brain_Cortex	male	train
GTEX-145MF-2726-SM-5O995	Brain_Cortex	male	train
GTEX-145MG-3026-SM-5RQJA	Brain_Cortex	male	test
GTEX-145MH-3026-SM-5Q5DZ	Brain_Cortex	male	test
GTEX-147GR-3026-SM-5S2ML	Brain_Cortex	male	test
GTEX-14ASI-3026-SM-5S2PN	Brain_Cortex	male	test
GTEX-14BIL-3026-SM-7EWD4	Brain_Cortex	male	test
GTEX-14BMV-3026-SM-5S2PQ	Brain_Cortex	male	test
GTEX-14C39-3126-SM-5ZZW6	Brain_Cortex	male	test
GTEX-14C5O-3026-SM-5YYB2	Brain_Cortex	male	test
GTEX-14JG1-3026-SM-5YYAA	Brain_Cortex	male	test
GTEX-14JIY-2926-SM-69LPT	Brain_Cortex	male	test
GTEX-1122O-0226-SM-5N9DA	Thyroid	female	female_test
GTEX-1128S-0126-SM-5H12S	Thyroid	female	female_test
GTEX-113JC-0126-SM-5EGJW	Thyroid	female	female_test
GTEX-11DXX-0226-SM-5P9HL	Thyroid	female	train
GTEX-11EM3-0126-SM-5985K	Thyroid	female	train
GTEX-11EMC-0226-SM-5EGLP	Thyroid	female	train
GTEX-11GSP-0126-SM-5A5KU	Thyroid	female	train
GTEX-11I78-0526-SM-5986A	Thyroid	female	train
GTEX-11P81-0126-SM-5HL5Y	Thyroid	female	train
GTEX-11TTK-0826-SM-5N9EG	Thyroid	female	train
GTEX-11VI4-0226-SM-5GU6C	Thyroid	female	train
GTEX-11XUK-0226-SM-5EQLW	Thyroid	female	train
GTEX-11ZTS-1126-SM-5LU9X	Thyroid	female	train
GTEX-11ZTT-1026-SM-5EQKF	Thyroid	female	train
GTEX-11ZVC-0126-SM-5986G	Thyroid	female	train
GTEX-1211K-0726-SM-5FQUW	Thyroid	female	train
GTEX-1269C-0226-SM-5EGKS	Thyroid	female	train
GTEX-12WSD-0926-SM-5GCNL	Thyroid	female	train
GTEX-12WSG-0226-SM-5EGIF	Thyroid	female	train
GTEX-12WSJ-0326-SM-5GCMT	Thyroid	female	train
GTEX-12WSK-0926-SM-5CVNQ	Thyroid	female	train
GTEX-12ZZX-1226-SM-5EGHS	Thyroid	female	train
GTEX-13113-0126-SM-5LZVX	Thyroid	female	train
GTEX-1313W-0726-SM-5EGK1	Thyroid	female	train
GTEX-131XG-0226-SM-5IFG1	Thyroid	female	train
GTEX-131YS-0726-SM-5P9G9	Thyroid	female	train
GTEX-132AR-1126-SM-5P9GA	Thyroid	female	train
GTEX-133LE-0326-SM-5P9G4	Thyroid	female	train
GTEX-1399U-0326-SM-5P9G5	Thyroid	female	train
GTEX-13CF3-0926-SM-5LZZC	Thyroid	female	train
GTEX-13D11-0226-SM-5LZXL	Thyroid	female	train
GTEX-13FH7-0126-SM-5KLZ1	Thyroid	female	train
GTEX-13FTY-0726-SM-5J2OH	Thyroid	female	train
GTEX-13N11-1026-SM-5K7XQ	Thyroid	female	train
GTEX-13NZ8-0226-SM-5J2OK	Thyroid	female	train
GTEX-13O3O-0926-SM-5KM1F	Thyroid	female	train
GTEX-13OVI-0826-SM-5KLZ8	Thyroid	female	train
GTEX-13OVJ-0626-SM-5J2O2	Thyroid	female	train
GTEX-13PL6-1026-SM-5L3E5	Thyroid	female	train
GTEX-13PVR-0626-SM-5S2RC	Thyroid	female	train
GTEX-13QBU-0626-SM-5J2OG	Thyroid	female	train
GTEX-13QJC-0826-SM-5RQKC	Thyroid	female	train
GTEX-13U4I-0526-SM-5LU59	Thyroid	female	train
GTEX-13VXT-0626-SM-5SIA1	Thyroid	female	train
GTEX-13X6H-0526-SM-5LU4Q	Thyroid	female	train
GTEX-145ME-0126-SM-5S2QM	Thyroid	female	train
GTEX-145MI-1126-SM-5O9AK	Thyroid	female	train
GTEX-146FR-0326-SM-5SI8U	Thyroid	female	train
GTEX-148VI-0526-SM-5TDDG	Thyroid	female	train
GTEX-14AS3-0226-SM-5Q5B6	Thyroid	female	train
GTEX-14BIN-0126-SM-5TDCG	Thyroid	female	train
GTEX-14BMU-0226-SM-5S2QA	Thyroid	female	train
GTEX-14DAQ-0826-SM-73KWT	Thyroid	female	train
GTEX-14JG6-1326-SM-9OSXU	Thyroid	female	test
GTEX-14PHW-2926-SM-6AJBA	Thyroid	female	test
GTEX-14PJ6-0326-SM-6871H	Thyroid	female	test
GTEX-14PJM-1326-SM-664NX	Thyroid	female	test
GTEX-14PK6-0426-SM-6EU1J	Thyroid	female	test
GTEX-14PKU-0326-SM-6AJA7	Thyroid	female	test
GTEX-14PKV-0626-SM-6AJA2	Thyroid	female	test
GTEX-14PN3-0826-SM-69LOS	Thyroid	female	test
GTEX-14PQA-1226-SM-6M47A	Thyroid	female	test
GTEX-14XAO-0426-SM-6AJB6	Thyroid	female	test
GTEX-111CU-0226-SM-5GZXC	Thyroid	male	train
GTEX-111FC-1026-SM-5GZX1	Thyroid	male	train
GTEX-111VG-0526-SM-5N9BW	Thyroid	male	train
GTEX-111YS-0726-SM-5GZY8	Thyroid	male	train
GTEX-117XS-0526-SM-5987Q	Thyroid	male	train
GTEX-117YW-0126-SM-5EGGN	Thyroid	male	train
GTEX-117YX-1226-SM-5H11S	Thyroid	male	train
GTEX-1192W-0126-SM-5EGGS	Thyroid	male	train
GTEX-1192X-1126-SM-5EGGU	Thyroid	male	train
GTEX-11DXY-0426-SM-5H12R	Thyroid	male	train
GTEX-11DXZ-0926-SM-5N9CG	Thyroid	male	train
GTEX-11DYG-0826-SM-5N9GH	Thyroid	male	train
GTEX-11DZ1-2726-SM-5A5KH	Thyroid	male	train
GTEX-11EI6-0726-SM-59866	Thyroid	male	train
GTEX-11EQ8-0826-SM-5N9FG	Thyroid	male	train
GTEX-11EQ9-0626-SM-5A5K1	Thyroid	male	train
GTEX-11GS4-0826-SM-5986J	Thyroid	male	train
GTEX-11GSO-0626-SM-5A5LW	Thyroid	male	train
GTEX-11LCK-0526-SM-5A5M9	Thyroid	male	train
GTEX-11NSD-0126-SM-5987F	Thyroid	male	train
GTEX-11NUK-1026-SM-5HL5J	Thyroid	male	train
GTEX-11NV4-0626-SM-5N9BR	Thyroid	male	train
GTEX-11O72-2326-SM-5BC7H	Thyroid	male	train
GTEX-11OF3-0626-SM-5BC4Y	Thyroid	male	train
GTEX-11P7K-0226-SM-5986Z	Thyroid	male	train
GTEX-11P82-0226-SM-5HL4O	Thyroid	male	train
GTEX-11TT1-1126-SM-5P9GV	Thyroid	male	train
GTEX-11TUW-0226-SM-5LU8X	Thyroid	male	train
GTEX-11UD2-0626-SM-5GU6L	Thyroid	male	train
GTEX-1212Z-0426-SM-5FQT6	Thyroid	male	train
GTEX-12584-0826-SM-5FQSK	Thyroid	male	train
GTEX-12696-0326-SM-5EGL4	Thyroid	male	train
GTEX-12BJ1-0426-SM-5FQSO	Thyroid	male	train
GTEX-12WSC-0826-SM-5EQ5Q	Thyroid	male	train
GTEX-12WSE-1226-SM-73KUF	Thyroid	male	train
GTEX-12WSH-0226-SM-5GCOG	Thyroid	male	train
GTEX-12WSL-0626-SM-5GCOY	Thyroid	male	train
GTEX-12WSN-0726-SM-5GCMS	Thyroid	male	train
GTEX-12ZZY-0826-SM-5EQMT	Thyroid	male	train
GTEX-12ZZZ-1226-SM-59HK1	Thyroid	male	train
GTEX-13111-0226-SM-5EQ55	Thyroid	male	train
GTEX-13112-0326-SM-5P9IW	Thyroid	male	train
GTEX-131XE-0126-SM-5LZVC	Thyroid	male	train
GTEX-131XF-1826-SM-5EGKG	Thyroid	male	train
GTEX-131XH-0526-SM-5DUX7	Thyroid	male	train
